file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/stats/suppliers/SettableSupplier.java,org.opensearch.ad.stats.suppliers.SettableSupplier,class,0,2,2,0,3,1,0,2,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,1,1,0,1,0,0,0,0,21,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/PreviewAnomalyDetectorRequest.java,org.opensearch.ad.transport.PreviewAnomalyDetectorRequest,class,5,6,1,5,8,2,0,6,0,0.5,0.0,0.0,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,0,0,0,42,5,0,0,0,0,0,0,8,0,4,0,0,0,0,27,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/SearchTopAnomalyResultTransportAction.java,org.opensearch.ad.transport.SearchTopAnomalyResultTransportAction$OrderType,enum,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/util/ThrowingConsumer.java,org.opensearch.ad.util.ThrowingConsumer,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/rest/RestPreviewAnomalyDetectorAction.java,org.opensearch.ad.rest.RestPreviewAnomalyDetectorAction,class,15,17,2,15,15,2,0,26,21,0.92857146,0.0,0.0,7,0,4,2,1,0,5,0,0,0,2,2,1,1,0,0,2,0,5,54,10,0,3,0,0,7,0,10,0,10,2,0,0,1,78,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/ADCancelTaskNodeResponse.java,org.opensearch.ad.transport.ADCancelTaskNodeResponse,class,6,9,3,6,5,2,0,3,0,0.2,0.0,0.0,5,1,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,21,2,0,0,0,0,0,0,2,0,1,0,0,0,0,24,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/ratelimit/ColdEntityWorker.java,org.opensearch.ad.ratelimit.ColdEntityWorker,class,9,12,3,9,3,3,0,7,1,0.5,0.0,0.0,2,0,1,0,1,0,2,0,0,0,1,1,1,0,0,0,1,0,1,13,1,0,1,0,0,1,0,5,0,4,0,0,0,3,99,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/AnomalyResultAction.java,org.opensearch.ad.transport.AnomalyResultAction,class,2,3,1,2,1,2,0,0,0,0.5,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,7,0,0,0,0,0,1,0,2,1,2,0,0,0,0,11,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/ADCancelTaskTransportAction.java,org.opensearch.ad.transport.ADCancelTaskTransportAction,class,16,18,2,16,5,2,0,11,8,0.70000005,0.0,0.0,5,0,1,0,4,0,5,0,0,0,2,0,0,2,0,0,1,0,1,26,4,0,0,0,0,1,0,7,0,7,0,0,0,0,48,1,1
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/RCFResultAction.java,org.opensearch.ad.transport.RCFResultAction,class,2,3,1,2,1,2,0,0,0,0.5,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,7,0,0,0,0,0,1,0,2,1,2,0,0,0,0,12,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/util/ExceptionUtil.java,org.opensearch.ad.util.ExceptionUtil,class,14,22,8,14,27,1,0,24,45,0.9,0.0,0.0,10,10,10,0,0,0,10,0,0,0,1,1,0,1,0,0,1,0,2,81,20,1,5,0,5,0,1,6,0,8,2,0,0,2,163,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/caching/PriorityTracker.java,org.opensearch.ad.caching.PriorityTracker,class,4,8,4,4,24,1,0,33,0,0.7750001,0.0,0.0,15,0,8,1,3,3,14,0,0,0,8,1,0,8,0,0,7,0,10,142,13,1,1,0,1,0,5,21,6,23,2,0,2,5,218,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/model/DetectorState.java,org.opensearch.ad.model.DetectorState,enum,0,2,2,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/NodeStateManager.java,org.opensearch.ad.NodeStateManager,class,25,51,26,25,50,1,0,74,0,0.77272725,0.0,0.0,20,0,17,3,0,0,17,0,0,0,11,2,1,10,0,0,4,0,7,219,20,2,17,2,0,6,1,47,0,62,3,0,0,18,253,1,5
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/stats/suppliers/IndexStatusSupplier.java,org.opensearch.ad.stats.suppliers.IndexStatusSupplier,class,1,2,1,1,3,1,0,1,0,0.16666667,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,1,1,2,0,0,1,0,0,17,2,0,0,1,0,1,0,3,0,3,1,0,0,0,45,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/rest/handler/IndexAnomalyDetectorJobActionHandler.java,org.opensearch.ad.rest.handler.IndexAnomalyDetectorJobActionHandler$Anonymous1,anonymous,3,3,0,3,3,1,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,0,0,1,0,1,0,0,0,20,-1,3
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/model/DetectorInternalState.java,org.opensearch.ad.model.DetectorInternalState,class,11,13,2,11,19,1,0,21,0,0.73333335,0.0,0.0,10,1,9,1,0,0,9,0,0,0,6,4,4,2,0,0,4,0,1,92,9,1,6,1,0,3,0,18,0,13,2,0,1,1,68,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/model/ADEntityTaskProfile.java,org.opensearch.ad.model.ADEntityTaskProfile,class,9,12,3,9,49,1,0,27,0,0.78222233,0.0,0.0,25,1,25,0,0,0,25,0,0,0,18,9,9,9,0,0,9,0,11,207,15,1,14,0,0,9,0,58,0,30,2,0,0,0,87,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/CronNodeResponse.java,org.opensearch.ad.transport.CronNodeResponse,class,7,10,3,7,4,2,0,5,6,0.75,0.0,0.0,4,1,4,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,18,2,0,0,0,0,1,0,1,0,1,0,0,0,0,26,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/ml/SingleStreamModelIdMapper.java,org.opensearch.ad.ml.SingleStreamModelIdMapper,class,1,8,7,1,5,1,0,7,6,0.75,0.0,0.0,4,4,4,0,0,0,4,0,0,0,3,3,0,0,3,0,3,0,5,24,4,0,0,0,0,4,1,5,1,5,1,0,0,0,73,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/SearchAnomalyDetectorInfoRequest.java,org.opensearch.ad.transport.SearchAnomalyDetectorInfoRequest,class,4,6,2,4,6,2,0,5,0,0.33333334,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,28,3,0,0,0,0,0,0,4,0,2,0,0,0,0,25,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/ExpiringState.java,org.opensearch.ad.ExpiringState,interface,0,7,7,0,2,1,0,2,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/util/DateUtils.java,org.opensearch.ad.util.DateUtils,class,1,6,5,1,2,1,0,5,1,0.5,0.0,0.0,2,2,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,3,10,2,0,0,0,0,1,0,2,0,2,0,0,0,0,26,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/breaker/ADCircuitBreakerService.java,org.opensearch.ad.breaker.ADCircuitBreakerService,class,7,26,19,7,11,1,0,11,0,0.6190476,0.0,0.0,7,0,7,0,0,0,7,0,0,0,3,1,0,3,0,0,3,0,1,39,6,1,1,0,0,1,0,3,0,3,2,0,0,0,45,1,1
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/ADCancelTaskResponse.java,org.opensearch.ad.transport.ADCancelTaskResponse,class,6,7,1,6,4,2,0,2,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/handler/AnomalyIndexHandler.java,org.opensearch.ad.transport.handler.AnomalyIndexHandler,class,19,24,5,19,19,1,0,34,0,0.70408165,0.0,0.0,7,0,3,1,2,1,6,0,0,0,14,5,0,1,9,4,13,0,5,106,2,0,1,2,1,10,0,19,1,22,4,0,0,5,142,1,5
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/SearchTopAnomalyResultAction.java,org.opensearch.ad.transport.SearchTopAnomalyResultAction,class,2,3,1,2,1,2,0,0,0,0.5,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,7,0,0,0,0,0,1,0,2,1,2,0,0,0,0,13,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/ratelimit/CheckPointMaintainRequestAdapter.java,org.opensearch.ad.ratelimit.CheckPointMaintainRequestAdapter,class,16,19,3,16,8,1,0,24,0,0.083333336,0.0,0.0,2,0,2,0,0,0,2,0,0,0,6,1,0,6,0,0,1,0,5,39,4,0,1,1,0,1,0,13,0,13,3,0,0,1,46,1,1
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/settings/EnabledSetting.java,org.opensearch.ad.settings.EnabledSetting,class,3,23,20,3,7,2,0,3,13,0.8541667,0.0,0.0,6,5,5,1,0,0,5,0,0,1,8,8,7,1,0,0,7,0,5,43,5,0,1,0,0,6,0,8,0,8,1,1,0,0,87,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/settings/AnomalyDetectorSettings.java,org.opensearch.ad.settings.AnomalyDetectorSettings,class,2,2,0,2,1,1,0,11,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,124,124,124,0,0,0,114,0,2,128,0,0,0,0,0,56,158,124,0,124,0,0,0,0,138,17,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/CronTransportAction.java,org.opensearch.ad.transport.CronTransportAction,class,21,23,2,21,5,2,0,17,8,0.62857145,0.0,0.0,5,0,1,0,4,0,5,0,0,0,7,0,0,7,0,0,1,0,0,40,4,0,0,0,0,3,1,7,0,9,0,0,0,2,70,1,2
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/model/ADTaskProfile.java,org.opensearch.ad.model.ADTaskProfile,class,13,19,6,13,98,1,0,41,345,0.86572903,0.0,0.0,46,1,46,0,0,0,46,0,0,0,34,17,17,17,0,0,17,0,21,398,24,3,27,0,0,35,4,113,2,54,3,0,0,0,114,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/cluster/DailyCron.java,org.opensearch.ad.cluster.DailyCron,class,5,6,1,5,3,1,0,15,0,0.375,0.0,0.0,2,0,2,0,0,0,2,0,0,0,8,5,0,4,1,3,8,0,0,30,0,0,0,0,0,5,0,9,2,11,2,0,0,2,48,1,3
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/handler/ADSearchHandler.java,org.opensearch.ad.transport.handler.ADSearchHandler,class,10,17,7,10,8,1,0,18,0,0.22222222,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,0,0,3,0,0,2,0,4,36,0,0,1,2,0,1,0,7,1,7,2,0,0,1,53,1,2
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/RCFResultTransportAction.java,org.opensearch.ad.transport.RCFResultTransportAction,class,19,21,2,19,6,2,0,34,0,0.1,0.0,0.0,2,0,1,0,1,0,2,0,0,0,5,1,0,5,0,0,1,0,0,47,2,0,0,1,0,5,0,8,1,12,3,0,0,4,58,1,5
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/cluster/ClusterManagerEventListener.java,org.opensearch.ad.cluster.ClusterManagerEventListener,class,16,20,4,16,10,1,0,13,5,0.66666675,0.0,0.0,7,0,3,2,2,0,5,0,0,0,9,0,0,9,0,0,0,0,1,71,3,0,3,0,0,0,3,15,0,12,1,2,0,1,45,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/IndexAnomalyDetectorResponse.java,org.opensearch.ad.transport.IndexAnomalyDetectorResponse,class,8,12,4,8,5,2,0,10,0,0.2,0.0,0.0,5,0,5,0,0,0,5,0,0,0,6,0,0,6,0,0,6,0,0,39,2,0,0,0,0,0,0,12,0,6,0,0,0,0,34,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/feature/SearchFeatureDao.java,org.opensearch.ad.feature.SearchFeatureDao$TopEntitiesListener,innerclass,14,14,0,14,13,1,0,35,0,0.2857143,0.0,0.0,3,0,2,0,0,1,3,0,0,0,7,0,0,7,0,0,0,0,3,69,2,1,4,1,1,5,4,15,1,18,4,0,0,4,77,0,3
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/model/AnomalyDetector.java,org.opensearch.ad.model.AnomalyDetector,class,25,84,59,25,118,1,0,100,594,0.9187619,0.0,0.0,44,7,42,2,0,0,42,0,0,0,47,28,26,21,0,0,43,0,19,447,45,3,28,4,4,34,8,106,5,70,4,0,0,1,244,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/GetAnomalyDetectorAction.java,org.opensearch.ad.transport.GetAnomalyDetectorAction,class,2,3,1,2,1,2,0,0,0,0.5,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,7,0,0,0,0,0,1,0,2,1,2,0,0,0,0,12,1,0
